date,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ICICIBANK.NS,HINDUNILVR.NS,ITC.NS,SBIN.NS,BHARTIARTL.NS,KOTAKBANK.NS,LT.NS,AXISBANK.NS,ASIANPAINT.NS,MARUTI.NS,BAJFINANCE.NS,HCLTECH.NS,SUNPHARMA.NS,TITAN.NS,ULTRACEMCO.NS,NESTLEIND.NS,WIPRO.NS,POWERGRID.NS,NTPC.NS,ONGC.NS,TECHM.NS,JSWSTEEL.NS,TATASTEEL.NS,M&M.NS,ADANIENT.NS,ADANIPORTS.NS,COALINDIA.NS,BAJAJFINSV.NS,HDFCLIFE.NS,SBILIFE.NS,DRREDDY.NS,DIVISLAB.NS,CIPLA.NS,EICHERMOT.NS,HEROMOTOCO.NS,APOLLOHOSP.NS,BAJAJ-AUTO.NS,BRITANNIA.NS,GRASIM.NS,INDUSINDBK.NS,TATACONSUM.NS,UPL.NS,BPCL.NS,IOC.NS,HINDALCO.NS
2015-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,1.0213992730204502,0.7527140651299311,1.0213918132203224,0.5045566518503787,1.7194894004248769,0.3652480278191748,0.6362573532115899,1.547649431176579,0.44430453604706904,0.8128418942046832,1.455250551006035,1.7053374750039703,0.8752973193935474,0.7945030890328494,0.630793151405046,0.2795539305971966,0.7160528903109492,0.6216401840970462,1.3463639490858024,0.4462120121591643,0.6823499644144951,0.8161456551959522,0.8152524183203732,0.5531113422795613,0.5561302709551996,1.0478103728743695,1.3133148011399798,0.7853630972621457,1.0996307381842418,0.9688604181491407,0.541483203122687,1.221322459599375,0.0,0.0,0.7103474123435579,0.5388014602989383,1.1246241649830322,1.0816784254283525,0.5364065484743614,0.8456902726380356,0.21250385122308552,0.3009118862555124,1.119600253931347,1.1501515670637092,1.0009062946967073,0.47361324305820623,0.7850760002994033,0.7110941572642159,1.148181314925764
2015-04-06,0.9906477475860966,0.7417371920781738,1.0043682815906434,0.496389114691256,1.6993827393908862,0.3952785363732499,0.6678609481419185,1.5391777767704944,0.42288444739240494,0.8359296087965158,1.4612053054217782,1.6872393117969062,0.8695886224039662,0.7897830537822914,0.6496965734977269,0.2527467599967238,0.8039359099431813,0.6618718637311319,1.3367952568399042,0.4763950868038493,0.6475388698394818,0.8203475286191584,0.8432732315224843,0.6011062159605777,0.5663068611388927,1.0285953648409352,1.2910121870794797,0.8194731831133667,1.1245770152083545,1.0086456120232026,0.5263891004701925,1.199799206971356,0.0,0.0,0.7433538035087439,0.5833859125761107,1.1593107515890222,1.0518882911357514,0.5468111400628094,0.8526280016918404,0.2282494640475774,0.3173027536668783,1.1102331172080062,1.1224896451567514,0.9957850342979138,0.4827991640448501,0.7685385141873876,0.7177293858589552,1.1584147197918566
2015-04-07,0.898174979634198,0.6491122078884667,1.0909572584125762,0.45432887145882545,1.7704443185237866,0.5661028031795176,0.6433410702332,1.5886607656708258,0.441418589864401,0.9126025840158768,1.5170042046469905,1.7785776284213302,0.87781418433579,0.8418860766802075,0.7314021759192922,0.11772972951144206,0.7887350701780289,0.5684797418643458,1.4080717797847788,0.46840378814265965,0.6160705422728308,0.8309480544765075,0.7843408130920608,0.36667971148957407,0.6042989933726796,1.004915407518339,1.2488882432835573,0.9343060769795081,1.2645909392673513,1.161772401769801,0.6216931959078446,1.2708857038026702,0.0,0.0,0.7053037492700454,0.4363507780672552,1.183067623597834,1.0827777836133667,0.45920411024853536,0.8087226351258322,0.23668623391549162,0.3640368232247726,1.0738941589247282,1.169254154965007,0.9907326884965253,0.2346999235175862,0.8323074806839336,0.7764223492658918,1.2534321720655957
2015-04-08,0.9528133161445931,0.657414291002876,1.0916003811120767,0.47292922745920535,1.740427117717732,0.588252967428674,0.6442978184020796,1.59646375091699,0.4727079170172622,0.9107567715011864,1.5131111191489295,1.768424011646896,0.9036391621433574,0.85701443161577,0.7726326617234326,0.11628275822805109,0.7767895363199601,0.5712796627383923,1.4177216373854145,0.45185723116309884,0.606801885912714,0.8346376629254116,0.7981913015163191,0.3608321858621274,0.6271048989704054,0.9872898753360493,1.2435192187589181,0.944186597073533,1.2534021316125874,1.143488709541298,0.6636422215443912,1.2800799673978274,0.0,0.0,0.7098811627903451,0.42305480141669666,1.1841280697358172,1.1225259548159292,0.44143508031005646,0.7929370312325016,0.24520134623974912,0.4070854503786023,1.0881514955833647,1.1514436153380272,0.9935332762395156,0.18532174353339392,0.8608291606966887,0.7863558200860697,1.2370407167716224
2015-04-09,1.075272612396787,0.6633935497028333,1.0972264042586575,0.48725003490487123,1.7445384282548722,0.5764403329641435,0.5960763365049615,1.6386764798591824,0.4069685917045658,0.8390935684987205,1.5504325305101327,1.8551778157499985,0.7636761922150076,0.8685064672153775,0.8190906964582831,0.06533492970022364,0.7421308147727164,0.5861172207510129,1.3894067768600689,0.46894997099698954,0.6139087813487389,0.8865067209759713,0.7905835153970657,0.3275249532517771,0.5987167620670221,1.0193231708726604,1.2761238648193156,0.9483971097517225,1.1818812600894626,1.0520446080723767,0.6741856751013602,1.1933205995126632,0.0,0.0,0.7111022131029588,0.4316848060886736,1.1740674888487628,1.169013359067337,0.446916220770995,0.7643018771609179,0.24541264400364668,0.47777382091493176,1.1156051288924342,1.2304532386328848,0.9297414431224267,0.09046228087868081,0.738151598926617,0.7367134289496597,1.2256763915157431
2015-04-10,1.0582936331333501,0.6406670343798843,1.094946862210989,0.43945113758091997,1.7694013647404314,0.5225488132748116,0.6141124252127934,1.6482317689535766,0.4249370593149418,0.8299791771987363,1.5685308736754398,1.882466219998131,0.7770215572764425,0.8756996468540446,0.8393082854861099,0.06224418377559493,0.7370049189430636,0.590185905033135,1.3969877343223474,0.45978447822388846,0.6035553794444636,0.890317655565219,0.8316742684862884,0.3004405529561386,0.5603568456582788,1.0323782008423341,1.2692011256393207,0.951784103480119,1.2028817253065147,1.065246218682056,0.6901660095706584,1.2112229795908507,0.0,0.0,0.6841579622972696,0.40648582937171945,1.1634963044273834,1.1867132692896771,0.4452884409783294,0.7706809139965946,0.27529127126281333,0.49553719272959684,1.1282094502285025,1.2354111453910244,0.9128613341976726,0.09542721008640691,0.7412272897734432,0.7474740574447754,1.2158799380335432
2015-04-13,1.0843634675790663,0.640179812722921,1.0945065941354732,0.42562673358318404,1.750622642327067,0.5108832727264434,0.6250140419195961,1.6368616118035995,0.4711955349954158,0.8388619496225345,1.5700326726728258,1.8634889362874991,0.7821645754219291,0.873904843752883,0.8226844170836638,0.05614936405798759,0.7572805874696682,0.6167561258379551,1.41201227977911,0.44934851679015836,0.608813012722321,0.909009557475214,0.8411582160846648,0.31411186683349557,0.5455835070244442,1.0285416896173423,1.2795181627312426,0.9206170156172022,1.2248810816770637,1.1034851983193552,0.7312806568878077,1.2024159623565447,0.0,0.0,0.670920471754467,0.4000806803218794,1.1782341374274619,1.1670985967289575,0.4572686609572544,0.7746120447054221,0.28656204753056663,0.513018090043539,1.1147985684041597,1.211572139463926,0.904029406647136,0.12222221042662032,0.7395252375011223,0.7550410971712281,1.2185392145260892
2015-04-16,1.016004184658575,0.6935078499673786,1.07342310099584,0.4592276840600503,1.7014992793908756,0.5318930761964383,0.6135682269241671,1.496660286282661,0.5069412621872925,0.8719643868235742,1.5833616069004772,1.872208485115599,0.9129413381600435,0.8291788613957846,0.720156421829108,0.13229897038290991,0.9012201464295071,0.6470597798464537,1.4918467597517322,0.4903728714020891,0.703862262393287,0.9419659031044709,0.8267823632661937,0.1349904643923578,0.5598994800002447,0.9789818730373546,1.2746543288128158,0.936362852583593,1.2522415353262768,1.0740184925627827,0.7780435433570422,1.1734010120212073,-0.0,-0.0,0.7428166381905054,0.45037170639476587,1.2808430657345358,1.1602957604981612,0.599856380114167,0.8171214575952752,0.27740321209727237,0.47394959004840015,1.1323346729523507,1.209033953255982,0.8971045655265713,0.3051778581308642,0.7715247150573296,0.8318990597838147,1.1420820428182856
2015-04-17,0.9894162143876776,0.7805402974269294,1.0728236571105263,0.47630669292077477,1.664340668819348,0.5350056187454821,0.5635044659178268,1.460015769611816,0.5653990717655131,0.9009473650946391,1.5639469375149635,1.8917002267042577,0.9101164160588693,0.8368402255121385,0.7864045906485455,0.16677011170975392,0.9845372208949729,0.6958648168061193,1.541959894679699,0.4933095990814919,0.7331134820670799,0.9300989388779011,0.7749577924864471,0.12163046618204218,0.6037465344040318,0.8999572259381715,1.1570251566611447,0.9126590882690909,1.213158477291622,1.0951594710918602,0.7836295091223655,1.149735402334275,-0.0,-0.0,0.7447992786493524,0.4381723751482649,1.2384908043882732,1.2108732561774103,0.5997904663773664,0.9068747129561712,0.30266482320717664,0.5007522313561955,1.1590315486849871,1.3228361725038786,0.8978952616645777,0.4491548748877693,0.7481959277313267,0.8322851180274987,1.0254012179272367
2015-04-20,1.052634561154415,0.8585646738154926,1.0382827236813734,0.5748029472533982,1.5002353439717353,0.6790184156411949,0.5563278487115312,1.3349101541587107,0.6031563312314414,0.9618338456303994,1.5794618751857021,1.9748898823984113,1.0155210092190425,0.7726004094852119,0.7202695202834437,0.21822728110364753,1.0235695684652841,0.6879233754017666,1.3692959267527358,0.5317814612614327,0.7893039119195724,0.7526622645280309,0.8726784284063507,0.1803449559336962,0.6957589052250472,0.9127653715373912,1.1228578757599799,0.908660317632805,1.2299293993400078,1.273521013083436,0.8524861849533546,1.3167106715108776,0.0,0.0,0.8379422100217325,0.6445937414862353,1.3810087440645056,1.3210551986608632,0.6706335062775131,1.145227392818846,0.26085310053824445,0.7986648068383886,1.1224112390535783,1.4638544880225262,1.028959193575824,0.607147489797465,0.7083661164093102,0.8860892787195808,1.1327572351999613
2015-04-21,1.0543470354186115,0.8493553871230574,1.0254471351452106,0.5639172621230112,1.477999126700344,0.7319158791927516,0.5447335343119107,1.314373342233135,0.6263304283419828,0.9723547947953265,1.5665843475468113,1.9356870403688902,1.0243174622456377,0.8173920918108223,0.7733060238573143,0.2656633702902789,1.1513574970902491,0.6773237287804338,1.3669423600970279,0.528237847609579,0.7776067203131506,0.7402063334731048,0.8934744509048879,0.18236280835170268,0.6646932329616844,0.9170087820305456,1.0898721525012638,0.8811319928675487,1.20122694600998,1.251235601716153,0.8200992196226428,1.302903610617744,0.0,0.0,0.8718311287541084,0.6751001058040468,1.3762969391884765,1.3466008632122826,0.65457657051577,1.1905079454281566,0.27770071410798963,0.8700966884649739,1.103136604629209,1.4572695671658458,1.0525506814140266,0.5361665423277372,0.7180749983756747,0.8958917541083848,1.1765934209671125
2015-04-22,1.044631026806736,0.8630171912149064,1.0310796313702304,0.5654017435294784,1.4639403465422984,0.8248799870680142,0.551421452250138,1.2926846332523736,0.6067767794726086,0.9810050584144119,1.5887186367310877,1.943580438526191,1.015312452959542,0.8021066537687055,0.7506055289193562,0.2419915045149024,1.1526622560073077,0.6701181518374433,1.375666654888636,0.5120282023383388,0.6530992851298775,0.7188160484865986,0.8920218209175445,0.1489926666968345,0.6526615573514594,0.9301614927756561,1.0940938172267844,0.8829931960186125,1.2014223230942938,1.250306847988922,0.8322336239218597,1.2844461221645525,0.0,0.0,0.8964644503766717,0.6855623257434915,1.364292908239358,1.3392643764071765,0.7134958583570467,1.214593300185346,0.2807943355878887,0.8735483069346384,1.1071608510103883,1.466917660961607,1.0309361948275988,0.5454323671373309,0.7426136747594797,0.9198845066014845,1.1644372049536618
2015-04-23,1.0137631663430318,0.9243174574476494,1.034035076216415,0.5678280858523762,1.4739650891171912,0.8664207889564776,0.46180260372780757,1.3195317799923887,0.6057232894446031,1.01418058561256,1.6637253932920386,1.9124502412582431,1.0390270354258988,0.861057926424769,0.7996506358235187,0.18830784245303164,1.2080542626719637,0.7062947061018625,1.4559817137398052,0.5365272060601023,0.6617811538429472,0.7740917547991466,0.9364587313441902,0.13135493837699602,0.6971404993029985,0.8635494381668637,0.9612866950902081,0.9551365756237515,1.277717621192879,1.28740046624227,0.8473004655092304,1.1670627500283601,0.0,0.0,0.9815423814826002,0.7695801233370126,1.4158918096172655,1.392628068790867,0.7652692598061264,1.2410753042975342,0.2808244742810745,0.8816023586591997,1.1401754390964258,1.4967815688048347,1.0909873131409953,0.574093084631819,0.7906663771464093,0.9712681792956087,1.1158279141757281
2015-04-24,0.9857613498094598,0.8714550889576439,1.0307699552048315,0.6666451115663699,1.461739419663449,0.8334423371046566,0.46268660970663417,1.2808675288864386,0.567154384651139,1.0148204181908316,1.6783947282392848,1.9274642709611876,1.0439521770831461,0.8082419216251028,0.8790699503589567,0.16598752035286582,1.1633965017898915,0.70252088391479,1.4530055357193339,0.5429782826618795,0.6919773744641883,0.7749732791421288,0.9137041286615377,0.07493485936511225,0.776703704841765,0.9147073062327106,0.9456066875547947,0.9805026813584605,1.3092775961837555,1.2810701974316332,0.8556241071563946,1.1713433337862587,0.0,0.0,0.985476036699287,0.7846244443227701,1.5027420886683787,1.3765199278130476,0.7607431439349348,1.2148275882212156,0.24112066593936876,0.8861886873314152,1.0817488293341029,1.538878581105671,1.10100332402206,0.6029063104377734,0.8364204319173605,1.0515547021393228,1.1639600064533342
2015-04-27,1.0007329385452186,0.8513004805151086,1.0141086864297884,0.6507637381897479,1.4647601866884994,0.866507880540392,0.47794500945169693,1.3190269789475344,0.600573696613712,1.0444630628034577,1.6598264972361327,1.8760456175213334,1.0748389499166568,0.7439305413178268,0.9343137472720302,0.20987442456107222,1.1569055758854199,0.754805867524497,1.4412602106608823,0.5307107329484909,0.6176636518916903,0.7653197607398153,0.944080076006598,0.09946377576527594,0.7694421628780798,0.9440002097184019,0.9205566034906981,0.9655448054425784,1.2970745974840274,1.3247650626259277,0.823955861076078,1.201760278404164,0.0,0.0,1.0218998800174608,0.8297820163150837,1.4903884867105381,1.3487887193548296,0.7812590562369222,1.3764561318577604,0.2426520494347957,0.9490499041520478,1.0832051953578328,1.5271382807054505,1.145183901690922,0.5613299791852153,0.9550863851034138,1.0687814302494953,1.1559065265801993
2015-04-28,0.9701952274348903,0.8538888738367378,0.9715488264077521,0.6105446876459905,1.6116856521744265,0.810788129514843,0.4420915299222808,1.341036273159839,0.5769154461445936,1.0542369138457106,1.6012769948554106,1.9127409379491251,1.1385292494228825,0.8294811649809252,0.9248988822458278,0.203134912794452,1.1384939968179948,0.7565664327670226,1.4490689099276781,0.48417938882644374,0.5883437655045196,0.7424309932875235,0.9599692629649935,0.11029021001075594,0.8231408972616377,0.9168585572022608,0.9335274666982237,0.9465572603581351,1.1360740821003128,1.2258457646896856,0.8038609996013449,1.1791758350787105,0.0,0.0,1.0427913688596862,0.8289566737909421,1.4335033718570576,1.4213787142860757,0.7969424039153964,1.2799957901268737,0.2503857263345738,0.9566450559897614,1.0957236825481311,1.5117893089305128,1.113959846199352,0.700263789399831,0.9893063635368557,1.0816893958465545,1.1564311248767092
2015-04-29,0.9940604023527172,0.8665506993668741,0.9356737488608324,0.6853570937489704,1.553927400017945,0.868933463789133,0.41168245234879425,1.3386536001812164,0.5654912076728652,1.0720882420242397,1.5940527763582464,1.8195685717328016,1.0982739152400094,0.813377166634356,0.7967000228978476,0.22963755707004935,1.1685331685396023,0.7671124230752873,1.4831367536212448,0.4986803773663721,0.5869583164431638,0.75523607728432,0.9585539121796993,0.1018766604900898,0.7920579736716826,0.9140218661854324,0.9698843329033174,1.0162908931434742,1.1385750808400856,1.2294800637744736,0.8805140936028364,1.0635598636908272,0.0,0.0,1.1497482923339502,0.832669047319019,1.3707750434295631,1.3196099036538163,0.7970947039505049,1.2135903214816934,0.26709994262902437,0.9525726062956164,1.0862414479899467,1.5135730714817273,1.1426363223613971,0.7787891091021594,0.9703661534593471,1.1040820756858514,1.205811970514478
2015-04-30,0.9630241028232259,0.866546196865572,0.9386442812523959,0.6887660684890258,1.5368386962600011,0.8744574682818392,0.4250488986579138,1.3296907913323306,0.6004257936790028,1.0721080800187313,1.6094337611738985,1.775442577203627,1.0671209165320268,0.8175428399869114,0.7616722798553485,0.22960206319754645,1.1660280541537487,0.7291153832822511,1.4712632290038277,0.49394716836370445,0.5819695128687705,0.7577155851499544,0.96505482026139,0.10293580558283283,0.7682626255928469,0.9452749843534138,0.9992010408404914,1.0367659932523277,1.1448738240915832,1.2090325158426718,0.9002953028396036,1.000473244421233,0.0,0.0,1.165785010223778,0.8421129229978227,1.3492685111214808,1.3081125780594378,0.8076893815002059,1.2107219555020234,0.2811737284787274,0.9256014305648181,1.0769429936646127,1.5140916334437287,1.1381250958385705,0.7251222044178496,0.9459288230939527,1.0544136128368764,1.2202996528470795
2015-05-04,0.9958030423397161,0.8349532420094392,0.8892223310827925,0.7418134921046621,1.4312263156630693,0.861008299165986,0.4680302647314323,1.37402456103472,0.6655436077923941,1.033117146384597,1.4848297975927205,1.6478333879015592,1.1181700384012518,0.8049707423825375,0.8935760743362013,0.3777655700245422,1.1107558937851885,0.689565716050398,1.4238128393338523,0.6040597753442408,0.5737880961712407,0.7639752058209512,0.955623988530558,0.3904981822301268,0.6556558451598034,0.9059581115985914,0.9518609552251441,1.1692514802076934,1.1906486871441886,1.4443531543977093,0.9354116927768231,0.968921475553592,0.0,0.0,1.1416362321830953,0.8951030153372032,1.4844615197804165,1.2502584732837299,0.8534873120967305,1.388518505000466,0.5221551669237443,0.9445296114114113,1.0357535173474284,1.4864078685947235,1.1081401296017654,0.6797194629510451,0.9300763095145594,0.9869878680429627,1.2543679675868953
2015-05-05,0.9965989393894108,0.7991883164846572,0.8846608963809621,0.7735068569072402,1.3438925607715566,0.8754450656458995,0.48117736440254116,1.2733380850105673,0.6761069500867168,1.0593933936406963,1.5135009171750893,1.6667733030371215,1.0932986716186743,0.8064069105362837,0.8761562193156388,0.6377931790761419,1.1525738323808887,0.6503191516085679,1.4741523623893624,0.5916741425752357,0.6241611388266317,0.7833340140526948,1.0322703777002826,0.4068403200289109,0.6563252120121603,0.8904247995347254,0.9996127318304452,1.1509372456223659,1.4521950291907313,1.4813478023046416,0.8601334564713398,0.9864163934728118,0.0,0.0,1.0741156331535928,0.8901538893484247,1.545198118468614,1.2728683304060904,0.8893846591100293,1.3541837346401435,0.5362119171663086,0.9487787185678452,1.049370237717413,1.5349022297579542,1.1713885831790591,0.7204035420382882,1.0290648440297048,1.0198741863776468,1.2573413688606851
2015-05-06,0.934131888314763,0.8027716942192689,0.8492355200881809,0.7678832664356392,1.4049713497732226,0.8737498662375202,0.5251662387984544,1.2208809217813241,0.5596179994890041,1.1721936129700696,1.546759222815507,1.644895508124228,1.0748652230034441,0.9054620832682642,0.778075465685604,0.6663759164546785,1.1172990869028288,0.573926416341303,1.4605515964160773,0.519170832286262,0.6455733485052648,0.7673522498757459,1.0926001116393327,0.5502102771720073,0.5714401969613732,0.9856603400447814,1.0274914691454193,1.067782363212704,1.5249989169284117,1.4564833532234422,0.9037399076223733,0.8803627750631356,0.0,0.0,1.0135524097391793,0.8655709118050361,1.5355529454555317,1.2553097580153816,0.8263652257680453,1.2839588359132503,0.5519887677109228,1.0432395864286916,1.047608967459985,1.531151836546831,1.1730548191132715,0.8057700485277406,1.0801583438677949,1.2627249998380052,1.1555404304827124
2015-05-07,0.9585517963181734,0.7922875462358434,0.8519330402791913,0.7563995610940094,1.410898483518391,0.8695112583951242,0.5253119270935122,1.2173231309996864,0.5730887085849973,1.1719903302784718,1.5404299664659498,1.6336453429762212,1.0751695498862717,0.911077015614675,0.7946374877028629,0.6489434960781244,1.1303640618765372,0.5949447341688504,1.4605746372254744,0.5236581370227775,0.6354188172842803,0.7658950735663667,1.1089218591532581,0.5801005147505298,0.5704812308747137,1.0087680311174319,1.0236602137086594,1.0439674691725913,1.5397060631917943,1.4579087713644274,0.8927909354739395,0.8901494294561137,0.0,0.0,1.0168279760821626,0.8522438182512532,1.5282690254922204,1.25783522629065,0.8144542592907121,1.2635853361623883,0.5157813952822216,1.0531679537518228,1.0532348040991006,1.5279404639726397,1.1706033777431881,0.8255914176147053,1.0786224265070035,1.2567928402068005,1.1752829628918369
