date,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ICICIBANK.NS,HINDUNILVR.NS,ITC.NS,SBIN.NS,BHARTIARTL.NS,KOTAKBANK.NS,LT.NS,AXISBANK.NS,ASIANPAINT.NS,MARUTI.NS,BAJFINANCE.NS,HCLTECH.NS,SUNPHARMA.NS,TITAN.NS,ULTRACEMCO.NS,NESTLEIND.NS,WIPRO.NS,POWERGRID.NS,NTPC.NS,ONGC.NS,TECHM.NS,JSWSTEEL.NS,TATASTEEL.NS,M&M.NS,ADANIENT.NS,ADANIPORTS.NS,COALINDIA.NS,BAJAJFINSV.NS,HDFCLIFE.NS,SBILIFE.NS,DRREDDY.NS,DIVISLAB.NS,CIPLA.NS,EICHERMOT.NS,HEROMOTOCO.NS,APOLLOHOSP.NS,BAJAJ-AUTO.NS,BRITANNIA.NS,GRASIM.NS,INDUSINDBK.NS,TATACONSUM.NS,UPL.NS,BPCL.NS,IOC.NS,HINDALCO.NS
2015-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,0.09480271772222668,0.14309463110551537,0.10734925998500272,0.23831518507405933,0.16277793234260687,0.20541144624497573,0.4759705759549392,0.2651138589151615,0.30320725762051426,0.23820554555104462,0.2544035514264157,0.31989321700494355,0.20922424854695112,0.15084732080032826,0.27287909119482506,0.5300634603944394,0.2243831457691472,0.1029869186303801,0.3370674053726004,0.13264393141754097,0.21102242746503477,0.12347985868259898,0.36364034910759946,0.24305691357083692,0.2227436773299256,0.11256605565735574,0.1586544119781143,0.17186583642878964,0.5136120906370344,0.19931145886227736,0.13229437336029023,0.11242163225029099,0.0,0.0,0.100522757648976,0.16957335761223505,0.24982745409401835,0.28099350292210046,0.1152775952570066,0.222808736838978,0.12704801911192226,0.3830499767781938,0.29507911969206413,0.3008041735111806,0.2381038377298532,0.29309852945506504,0.1527627714974787,0.2927111413781922,0.4979896141211644
2015-04-01,0.09780183069974979,0.14217426351905105,0.10549947245577551,0.24296116673586657,0.17129800857272587,0.1947488888030555,0.4544962425812054,0.28213443262348137,0.30220286215830444,0.24119224852677904,0.250560975769542,0.29980120057217574,0.21408052283446102,0.1519218504293074,0.253941712949077,0.5415001521641407,0.2403779108817112,0.11055402701642779,0.32022039112830325,0.13108848229447864,0.2235276871000863,0.1298058445106434,0.36962218710831435,0.24853370811050993,0.22232340156624214,0.11203283811474415,0.15882648162981,0.18758127187336388,0.5056065225158561,0.17849080324124272,0.1246761149272257,0.11837206679265576,0.0,0.0,0.10107410853220593,0.1685423933608136,0.2447014669949819,0.26296536929749736,0.10367344637830146,0.22846289751027166,0.12766845048134098,0.3579856630127852,0.28469303297711984,0.29130165137520214,0.2386965112121177,0.290022291631237,0.15484985528298872,0.2783111073568109,0.4887055056723004
2015-04-06,0.10301582098055834,0.14108127780035304,0.10349638317596793,0.24556387611215946,0.18378974812494667,0.1837198397608871,0.4305300959007304,0.2963689915623156,0.3013717946861412,0.24510120765923407,0.24757519417458515,0.2753939928092154,0.21879601970270332,0.15580294325280297,0.22931932672521016,0.5484709925463442,0.2713460466710732,0.11415942211184853,0.3014056505146371,0.13103208119693383,0.22955564841952664,0.13613512916213838,0.3764667725263677,0.27057442127398956,0.2185032414415385,0.10973802826024265,0.15965679420107398,0.19760687890018924,0.4967108868506636,0.15552639169311644,0.1164214038576129,0.12404983164694257,0.0,0.0,0.10149375009765266,0.1685546093279319,0.23690990279201068,0.2600738714085554,0.09161870246658489,0.2327042254487222,0.12997406741932965,0.32988270722543955,0.273122670769859,0.2803734470588082,0.23839926511141885,0.2909370525974657,0.15822375256966875,0.2643021592599987,0.4774494830848643
2015-04-07,0.097178793820585,0.140121810976012,0.10359666140607698,0.23386198756122742,0.1880386429400994,0.18437327774616552,0.4015367345081537,0.30197179286801856,0.294614756964625,0.2505446872526182,0.2530553308863064,0.25318271627984645,0.2180457431977492,0.1676016239680029,0.203718313137319,0.5388336572830252,0.29081846929012606,0.11752008810143821,0.28183029571164847,0.13289374680356253,0.23056960164268714,0.14167778170753245,0.3755285194321463,0.30171750235937417,0.2140592952919816,0.11051413833327367,0.1582878905690291,0.2034301098279401,0.48576033721521394,0.15101743993347733,0.11640971018300424,0.12779860757404177,0.0,0.0,0.10122747616856911,0.1679400721051717,0.2317801292981953,0.2578095026018505,0.08588262477735133,0.23611384232710456,0.13276490806044494,0.29322182421975024,0.24539828241384398,0.2709162135210506,0.2356606819611975,0.2790453726602526,0.16310448065100944,0.2528647258743301,0.46559253454631655
2015-04-08,0.10013399790107742,0.13775923789428277,0.10336822303082972,0.22655727137746695,0.1956859510449093,0.1875700199689203,0.3823186336157209,0.3059158012765829,0.282698375795372,0.2539583096533603,0.25999196875560426,0.2263269465325196,0.21972725890488318,0.1805544302433012,0.19015745635319367,0.5302062725476714,0.3023070290908905,0.11876998367061545,0.26225063611786764,0.13492813412420265,0.23125455309416493,0.1472248890377126,0.3748485552880859,0.3241208816881321,0.20868088349448646,0.11272531952533166,0.15849793695581324,0.20713979210121572,0.4729245702427844,0.14781741017401104,0.11650018916998621,0.1297628087669308,0.0,0.0,0.09957866457569924,0.16151031263372648,0.2270793477542516,0.25833526367633536,0.0825745176229346,0.2375349443008366,0.13562147430250135,0.2624146897841419,0.2172133001076668,0.25100624267475663,0.22931147181463832,0.2659618820114883,0.16490554132402524,0.24642668050720098,0.4463048022529842
2015-04-09,0.09616660314529375,0.13301352216925041,0.10306783245149255,0.22125221003756698,0.20188187573453362,0.18984872416180776,0.3625777229281017,0.30452847718250076,0.27466778877330916,0.24825963224745995,0.2668630208603237,0.20866200654802824,0.20241014312088687,0.19042174865423228,0.18475509235364776,0.5193813259081506,0.3027817850779856,0.1269581022583888,0.23812717768876732,0.13347373504160914,0.23274138401052571,0.14800418261774864,0.3690239925185382,0.3392929384446619,0.2036941311384335,0.11989943294005946,0.15606990750738514,0.210295438640017,0.45414289099437466,0.13693702613838107,0.11490700885351211,0.13399639089376267,0.0,0.0,0.09768590786137306,0.15387060273424352,0.22944479529541276,0.27306221419651927,0.0803673322430059,0.23482623956515405,0.13695892805598323,0.24475424149954284,0.19766809052513903,0.2331778606777283,0.21695668853821098,0.247667828712226,0.1674074116866775,0.22511556347425857,0.41975686551119684
2015-04-10,0.09247413981400493,0.1247344789106998,0.10281898971800861,0.2086748220070569,0.2049508622974003,0.1864268630358798,0.33828386826517304,0.2999409885913525,0.262415421708012,0.2357450222565841,0.2741888603137237,0.19179644480441266,0.18305104231727815,0.199666343207543,0.1813831992136689,0.5059064385665367,0.29974091109686485,0.13221827507734957,0.21104756280861944,0.1324582838868892,0.23259417265698937,0.14859121628693137,0.36398264677360637,0.3520398703924698,0.1941948465596654,0.12721092153045685,0.15321816058609974,0.21158925677842558,0.4333947608254414,0.12577904003339047,0.1138200592333652,0.13782610434054174,0.0,0.0,0.09324443820249628,0.14055420965564097,0.23039403666435754,0.28699972400083845,0.07846994945645833,0.23295321093539137,0.13673500019911838,0.22705063513684537,0.17754706243034263,0.21264020476858478,0.20117761912004187,0.22861023015655763,0.16994213538192926,0.2023769862920542,0.38628059228859823
2015-04-13,0.08524608533264028,0.11607395891603528,0.1020681061373108,0.19019550782918623,0.2080865736966273,0.18015187966134405,0.3125149020184116,0.29404787625343315,0.24583275117688844,0.2187772216780114,0.27974088554939613,0.17187042929211044,0.15732108066108097,0.20880211669918344,0.18062211477242418,0.4890418650973136,0.2957846219674427,0.13127481264131105,0.1799862482495033,0.13164093496724225,0.23166822016462982,0.14822362280231727,0.35745507776635077,0.3629994976963234,0.18165401360027153,0.136092417184956,0.14870132786077417,0.21461865066386906,0.41109310713353303,0.11336556281104118,0.11458255232243622,0.14277399534265922,0.0,0.0,0.08792468041830172,0.12168292141980942,0.23108470069954096,0.30168239712528844,0.07514070345547624,0.23240807669399385,0.13549023844244668,0.2080158715239328,0.15445209141659264,0.1841059979604018,0.18164701352495963,0.20835746430754937,0.17358536867349297,0.17630425666576954,0.3485310187084291
2015-04-16,0.08483162370249203,0.10778725823509336,0.10137609627592087,0.1767661170560011,0.2137355301048257,0.17502424158251245,0.27857447749317127,0.2968083313759366,0.2309482820448689,0.20176650708439697,0.28287052067656154,0.14128650173198465,0.14817375237191002,0.22444206992784813,0.18789270212300208,0.47502771066119104,0.3033338178208549,0.12902828000151764,0.15833930184223982,0.12781057896564435,0.2367998867294674,0.14698428775015782,0.3361518187668242,0.3612521540615717,0.16829714990689404,0.14807242664754755,0.14464078527035398,0.21370758188924688,0.38472055136014627,0.09085450775236482,0.11816546203294484,0.15077632031567134,0.0,0.0,0.08595208292510705,0.10778703958548307,0.23095146364303204,0.3181111305688077,0.09049776897755642,0.23348134032286644,0.12838874558495217,0.1916857128189941,0.14265900066444367,0.15149706094621995,0.15473571140640943,0.19905390406532,0.17481738505479444,0.13923914210834795,0.31369904915762326
2015-04-17,0.08515584351222459,0.10760282996642731,0.10114701673333225,0.163402752467168,0.22455744338660252,0.17394404249158005,0.2607276464299443,0.30304633208125503,0.21359462507055305,0.1907766708445079,0.2945437698342532,0.09190897294642984,0.1440855990063409,0.2436349309929368,0.18973748511410443,0.463262518820944,0.3268129254655829,0.12442318317329483,0.15604703783538276,0.1276157685846859,0.2436300973077148,0.14559561053651007,0.3156489843802237,0.36084620717865284,0.1687786268904854,0.1683183184891468,0.14616798855094273,0.2160745313456903,0.35469528624816915,0.11039383186780335,0.11937911539495896,0.15897361718686315,0.0,0.0,0.087269868052596,0.0781819844774206,0.22891418996929833,0.334845743420369,0.0930431316028031,0.23021608340118643,0.11517701256381395,0.17572163452677897,0.14747789608205725,0.11742425650091488,0.13094136581473692,0.20096137301054262,0.16624311671437952,0.09568186192664187,0.28363370911500424
2015-04-20,0.0866339222209789,0.111322797596885,0.10231714996409272,0.1547292646187794,0.251212735921945,0.1731034540971622,0.33366862474930126,0.3091482341153198,0.2038491065245486,0.18346799785355186,0.3121718761449393,0.1353862463008476,0.14560364164161468,0.26445325289306754,0.21702325861460398,0.44288028592686357,0.3362576014951059,0.1257448535398676,0.1902575442686345,0.12722526288479605,0.24474840899176062,0.14433457701167438,0.2928954415788468,0.36055295212393684,0.17420959239844228,0.19130427218187004,0.14586370505283863,0.21370950823653984,0.318179671819803,0.1104654750716063,0.12533518757771178,0.15636814761550802,0.0,0.0,0.09217264268978301,0.08328205188930773,0.23659842650612556,0.3403191833399204,0.12674725365554335,0.22412454513075677,0.1334141340547266,0.17264783560109104,0.18546562504059938,0.11769276351154415,0.12016832904814875,0.21261411384619272,0.17659860558876167,0.09437072849797278,0.27643557334024005
2015-04-21,0.08534504815847532,0.10752835208054327,0.10334767568166779,0.14297108145878867,0.2717913101692623,0.17573872909007066,0.3882940118401335,0.31223174554254135,0.19592506850729044,0.17456816906633693,0.3272729259156825,0.16502058232838535,0.14684330083600639,0.27617718268399494,0.23097560552833502,0.41907422777199316,0.35302917367739844,0.12674346832588612,0.21794224977723464,0.12545570136139875,0.24028606244773004,0.14131660696555942,0.2646719564608597,0.3591983336066495,0.1827036223083949,0.20751900667077125,0.14556142978029893,0.21051309605851937,0.27620009231789483,0.11058147592559987,0.12839397502142913,0.1536627566657886,0.0,0.0,0.10023440931121391,0.09057374418474307,0.2433712152332535,0.33871388846497885,0.14761471494388814,0.21574606652422837,0.1471237158539915,0.17084286974387816,0.21763616640048167,0.11717279901960125,0.11034980209386486,0.21763135399914885,0.18516250174618137,0.09469443469806099,0.2694473128465669
2015-04-22,0.08350885114869197,0.10640330048561682,0.1019141440022971,0.13301768341504144,0.2898349015724972,0.17851089362834283,0.430751118589577,0.3153980782894378,0.1937047525847017,0.16101328874751678,0.3365443373248957,0.18237920192276705,0.14719772372141937,0.2875951706391311,0.2477262904630321,0.3934654480525999,0.36759610966099654,0.12774867181344643,0.23943409070071087,0.1320782754070468,0.2299419046036904,0.1403962506123187,0.23201513818763167,0.3538468486155367,0.19197088302728768,0.22034185470015263,0.14543348660692923,0.20681777632061563,0.24140091464889316,0.11108550808072061,0.12913163955498136,0.1507332860389876,0.0,0.0,0.111615631829844,0.09747191512011365,0.2487519940901364,0.3385695742189678,0.17325428908818627,0.2127771718588944,0.1581858819836175,0.16946670298252323,0.24385510696186194,0.11889081567336467,0.10723436458460746,0.22279900558390578,0.19444713872139022,0.10346421593883078,0.27380030301791203
2015-04-23,0.08339983683449538,0.11117155169274343,0.09746998860732409,0.11864194489132228,0.29931247209615175,0.1749975812489777,0.4472351040657251,0.30235223665342514,0.19441034512024946,0.1476107651832937,0.33620039739208285,0.19666252663600212,0.14716667579811232,0.2848182528531011,0.25716879448910546,0.34986309684580713,0.37667200964303976,0.12642337277568702,0.25521021785585474,0.13700221924748887,0.21670429232105998,0.14337834847492206,0.18977540557095274,0.34177273016407095,0.19626418125594183,0.23312963110797613,0.15056086350001135,0.1923367946999764,0.21943961072790474,0.10729522029130638,0.12939118695220073,0.1559671960438798,0.0,0.0,0.11919169297449432,0.10443822435647959,0.24132674832595058,0.32570361858599733,0.19494418011164835,0.20265060742301141,0.1664141814056244,0.16909027792261194,0.25698655616144467,0.11793604826285928,0.10851299759948006,0.22708517534439715,0.20036046431938856,0.1091106045837762,0.26971986421108274
2015-04-24,0.08332387635833403,0.11273613382071605,0.09367657504700172,0.11876117902992529,0.31629957314675483,0.20682577782675823,0.4672460581256928,0.30707695105427263,0.19746995428629924,0.14272011273165075,0.337402445866291,0.21118966688182061,0.14694298459917693,0.2929342580657559,0.2611346968928901,0.3138886334396205,0.388528800220724,0.12757729648345528,0.27557345342456757,0.15400215068504358,0.20981228206037755,0.15081649820605103,0.1711183741170801,0.33350220541998904,0.1943054982084665,0.24618612389013333,0.15852780937489847,0.18272939415307196,0.22580539049553608,0.10571303072409848,0.13210840521782666,0.16284298180234816,0.0,0.0,0.14328594736832767,0.11566611916284893,0.23536855737132156,0.3200375251612981,0.22393039300997394,0.18299322304963864,0.1720553878038584,0.1684758491015819,0.2784590595959383,0.11763827079229883,0.10103800919453552,0.23794208684868673,0.2032115236537597,0.10866811231775714,0.28760886993931484
2015-04-27,0.08370241364506273,0.11306115545683006,0.0885331955814761,0.11519658944321623,0.32711377598438984,0.2341058509492999,0.482378813077203,0.3047301711684227,0.21618555285216548,0.13871281021241696,0.33735223368822576,0.22665428657449027,0.14886813053120154,0.30461656046647295,0.2549195482159215,0.2768638778269726,0.39363151775182903,0.13237811722263454,0.29231348041699634,0.1657694747309375,0.1997423197836438,0.15763331939014963,0.15518529643273596,0.3231944391424698,0.19156186081404306,0.25413428016753764,0.16665727629158572,0.17541246936904015,0.23480372484023698,0.10017640819513104,0.13655864556162625,0.16171994923090158,0.0,0.0,0.16676153321954898,0.1289053708637967,0.2284768195056011,0.31467073788132244,0.24894797809876326,0.17427719128733268,0.1751532664115438,0.170155134299472,0.2947373846677857,0.11744809914507273,0.0952592948810381,0.23764159971747295,0.2000466788226483,0.10847879075098976,0.3065670967626208
2015-04-28,0.08671755672162203,0.1131412881274524,0.08655034563689146,0.10607219922700835,0.3186353453995268,0.24585145443199205,0.48651948032993647,0.29663353970145656,0.23687324331146434,0.13442627273422236,0.3383989082218508,0.2329162818161042,0.1526093343846687,0.30263045541014705,0.24278402608393293,0.23629864877894266,0.38930200611989635,0.13449257120304572,0.3046065546153366,0.1713308451479452,0.18678381759308113,0.165113514526346,0.13371853070220016,0.31273780138077434,0.1841509044149272,0.2612205342126208,0.1756189172539352,0.17113940062743047,0.23590354615439338,0.10075969742610308,0.13739557597965535,0.15725970822033064,0.0,0.0,0.1841108414290465,0.1407923653606089,0.22326753227314802,0.2984771432061376,0.2709949439196632,0.16932089668669068,0.17554082616141067,0.17194533994548017,0.3067802362235636,0.11721327195152458,0.08251482695959739,0.2523090461508891,0.19884320138869113,0.10844997584717388,0.3236321155243862
2015-04-29,0.0875359635452613,0.11323420118336801,0.08885785440151449,0.10565987389978379,0.3126894375718636,0.26101883313610363,0.48516822274673577,0.28588383492178093,0.25387356111718984,0.12924172648631302,0.3383946712398977,0.24369565247095518,0.1591320639300606,0.30056323410571534,0.24411575253579892,0.19161031502437229,0.3855739300236223,0.13509903416507665,0.31298379712991004,0.17634261587846367,0.17403642893491117,0.17127819341705164,0.12189906315724178,0.302013038769593,0.18181562117409691,0.26786517391263964,0.18485335419883794,0.16545637526158294,0.24321471803051362,0.1003902818990809,0.1399063018505755,0.16663117382475795,0.0,0.0,0.20787513551559209,0.1496607246143231,0.22258579197760367,0.2912639447851871,0.28807643970957414,0.1710473688404961,0.17682449585810586,0.17217650226721903,0.31708533987786985,0.11709757178173452,0.07564415188486273,0.2715773865093465,0.20110074129420177,0.10764563574101063,0.34573746175232517
2015-04-30,0.09135413529982332,0.11321682397811368,0.09089598250112745,0.10521489831556632,0.3092812492905036,0.2755231645092148,0.4853724988135447,0.2770841091721325,0.27563299849865025,0.125416789774061,0.3371087536682481,0.2589397889894137,0.16468376099573878,0.29878253115139597,0.24788140177233786,0.1558976732862273,0.3836325897216506,0.1352488292295208,0.3218789407553209,0.18147464798299645,0.1687986085499522,0.1778561971789352,0.10268585221643854,0.2873061239434775,0.17934348038582457,0.2722666088462739,0.19363619022289763,0.16291263583299323,0.26242756987752325,0.10205561319936818,0.1487485894378213,0.1767893326383416,0.0,0.0,0.2308069899197718,0.15895494882259753,0.2223367807961635,0.2838151036446424,0.3055916384579617,0.19339784928202974,0.17869392529443964,0.17146287645437944,0.3283352043508125,0.11708805991983649,0.07473945031290556,0.27953755426143556,0.2003688250309898,0.10863566692275951,0.36723976817157267
2015-05-04,0.09169987891606102,0.11301560876978517,0.09511654759205475,0.10903269523667235,0.31065841820530726,0.2825459501565291,0.48203977867028974,0.2589031344985725,0.29956778497161973,0.12352245661213858,0.34112765278739926,0.28488338874123975,0.17030812036631807,0.29378828615646163,0.23993683691841478,0.11442832660646847,0.37371223345631116,0.13521798651482503,0.33020386632602994,0.19613989188352107,0.1649111781751226,0.17959802661128907,0.0851815892911971,0.2857027849080152,0.1802245142453926,0.2764790340268595,0.20738679736416213,0.1698819935119312,0.26667702852613334,0.11873711208070001,0.15556869436967255,0.1868793841087481,0.0,0.0,0.2480250399558151,0.1738674751736628,0.21884198738119234,0.27586480919075057,0.32235496233739025,0.23184925941541965,0.20897711587117454,0.16999547350521338,0.3377025491325381,0.11718393560092168,0.07696302718463953,0.28166323554197503,0.20110663971933207,0.11396982092499207,0.3798077775665481
2015-05-05,0.09064223329174882,0.11273278222478067,0.09883653866556513,0.11363942401382753,0.31659542027031123,0.28812675490499357,0.47783918459648916,0.2513736976386281,0.32279389252972635,0.1241894389447657,0.33721410939342505,0.30531654995516644,0.17278348243905767,0.2858544300805609,0.23191470994628569,0.11711254608964955,0.36311544193372514,0.1349171156991695,0.33137252882634616,0.20403367279728413,0.16117005866088233,0.17711383480966714,0.0812138760853478,0.2855813290813326,0.18133245690837949,0.27846134122112687,0.21047285231169882,0.17929605822720993,0.26815403113104463,0.13041655298292204,0.16308430115446895,0.19470552692449095,0.0,0.0,0.25662996680640926,0.1863354873334691,0.20539884503375835,0.2614495698693235,0.3381702942065766,0.2617441450894441,0.23465869900507297,0.16785522457741706,0.3424582607265971,0.11323299774478124,0.07856706711375185,0.28477936798375014,0.19299355749079358,0.11541994280321265,0.39416672885647225
2015-05-06,0.09270881708564369,0.11268209492974539,0.10411469288345887,0.11279771607110041,0.3131900438570665,0.2866162336678115,0.47022891932156036,0.24468408892747948,0.32690810673815357,0.12562572757041685,0.3207354220836538,0.3175451332269273,0.16900853972529165,0.27210465894981034,0.22492469937722964,0.11979537539240251,0.34746545816925395,0.1350646601385877,0.3286406763096506,0.1993749095769585,0.15912156189367657,0.1710431974627544,0.07792310978610834,0.29273768826067387,0.18589796619629445,0.2700099184606396,0.20375271652216875,0.1792332135664199,0.2626807908742838,0.13786489140859245,0.1693087091458407,0.20786192817029694,0.0,0.0,0.2574582275003553,0.19219579800246514,0.19151411790144193,0.24281513382168635,0.343502026814286,0.2741997300028627,0.2522039189409949,0.1683472527607836,0.341217557183043,0.10848249208364819,0.0781436418855241,0.2917418741509602,0.1907524774304048,0.12124425423510313,0.40770659262850906
